OBJECTID,GEOID,geoname,Stusab,Countyname,State,County,Tract,BLKGRP,Low,Lowmod,Lowmoduniv,Lowmod_pct,SHAPE_Length,SHAPE_Area,Low_vs_Lowmod_pct
163791,410510024022,"Block Group 2, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,2,325,430,1165,0.3691,0.0289835121999891,2.48094633379439e-05,64.82797226887138
163792,410510024023,"Block Group 3, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,3,380,700,1380,0.5072,0.0394826570004392,5.43198077644821e-05,63.515358361774744
163793,410510025011,"Block Group 1, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,1,60,130,740,0.1757,0.0228400970717617,2.52536283919179e-05,65.7513258691809
163794,410510025012,"Block Group 2, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,2,25,45,810,0.0556,0.0231660197162232,2.68350498465129e-05,64.82797226887138
163795,410510025013,"Block Group 3, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,3,80,145,1100,0.1318,0.0230580930134937,2.59716784230437e-05,63.515358361774744
163796,410510025014,"Block Group 4, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,4,25,105,610,0.1721,0.0226325162172507,2.54578786259787e-05,64.34745030250649
163797,410510025015,"Block Group 5, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,5,45,65,735,0.0884,0.0226326521055977,2.54736918929515e-05,62.21060492905153
163798,410510025016,"Block Group 6, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,6,40,80,630,0.127,0.0225452463125584,2.52060664726157e-05,31.25
163799,410510025021,"Block Group 1, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,1,70,105,910,0.1154,0.0245081627110967,3.21274802135205e-05,65.7513258691809
163800,410510025022,"Block Group 2, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,2,340,475,885,0.5367,0.029285477132555,3.47327744023715e-05,64.82797226887138
163801,410510025023,"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,3,455,785,1305,0.6015,0.0301373784149549,2.919652512452e-05,63.515358361774744
163802,410510025024,"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,4,225,380,1100,0.3455,0.0242117564535792,3.045036701761e-05,64.34745030250649
163803,410510026001,"Block Group 1, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,1,125,200,1100,0.1818,0.026673310016554,3.55877035133466e-05,65.7513258691809
163804,410510026002,"Block Group 2, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,2,105,165,1150,0.1435,0.0244995353332529,2.98865573480204e-05,64.82797226887138
163805,410510026003,"Block Group 3, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,3,125,190,765,0.2484,0.0301037060289919,5.18285911355012e-05,63.515358361774744
163806,410510027011,"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,1,330,430,985,0.4365,0.0295269808582794,3.3182241117568e-05,65.7513258691809
163807,410510027012,"Block Group 2, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,2,145,300,1530,0.1961,0.0386619499430061,4.27625004405034e-05,64.82797226887138
163808,410510027013,"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,3,165,165,840,0.1964,0.028810112998618,2.92179897637778e-05,63.515358361774744
163809,410510027021,"Block Group 1, Census Tract 27.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2702,1,210,455,1255,0.3625,0.0321875104898134,4.7264488232892e-05,65.7513258691809
163810,410510027022,"Block Group 2, Census Tract 27.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2702,2,470,705,1680,0.4196,0.0386070431657074,5.14653040015304e-05,64.82797226887138
163811,410510028011,"Block Group 1, Census Tract 28.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2801,1,250,425,1805,0.2355,0.0312799344767841,5.07743362554656e-05,65.7513258691809
163812,410510028012,"Block Group 2, Census Tract 28.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2801,2,175,280,1225,0.2286,0.0338745924548643,5.48810313674615e-05,64.82797226887138
163813,410510028021,"Block Group 1, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,1,100,190,940,0.2021,0.0278042651240192,2.72524670644436e-05,65.7513258691809
163814,410510028022,"Block Group 2, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,2,55,140,920,0.1522,0.028390457476563,3.19959211465994e-05,64.82797226887138
163815,410510028023,"Block Group 3, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,3,315,575,1145,0.5022,0.0329370200097296,5.39469920168652e-05,63.515358361774744
163816,410510029011,"Block Group 1, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,1,75,410,925,0.4432,0.0236877717198304,3.16031941860589e-05,65.7513258691809
163817,410510029012,"Block Group 2, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,2,40,140,770,0.1818,0.0252236005029631,3.78903025499694e-05,64.82797226887138
163818,410510029013,"Block Group 3, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,3,190,395,1010,0.3911,0.0347988580112031,3.82990452089376e-05,63.515358361774744
163819,410510029014,"Block Group 4, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,4,450,840,1745,0.4814,0.0358295292099747,6.92115794579528e-05,64.34745030250649
163820,410510029021,"Block Group 1, Census Tract 29.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2902,1,150,185,850,0.2176,0.0240919057023145,3.28079919729913e-05,65.7513258691809
163821,410510029022,"Block Group 2, Census Tract 29.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2902,2,325,370,635,0.5827,0.0343434871033762,3.45438553266216e-05,64.82797226887138
163822,410510029023,"Block Group 3, Census Tract 29.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2902,3,425,500,1090,0.4587,0.0451820925552823,9.64775502418712e-05,63.515358361774744
163823,410510029024,"Block Group 4, Census Tract 29.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2902,4,365,850,1355,0.6273,0.0498237243215893,8.66878993920901e-05,64.34745030250649
163824,410510029025,"Block Group 5, Census Tract 29.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2902,5,100,195,1335,0.1461,0.0272888602942073,4.00204737734088e-05,62.21060492905153
163825,410510029031,"Block Group 1, Census Tract 29.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2903,1,345,575,1330,0.4323,0.0652252435740967,0.0001725280795642,65.7513258691809
163826,410510029032,"Block Group 2, Census Tract 29.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2903,2,140,310,895,0.3464,0.0456238607687249,6.30308561965384e-05,64.82797226887138
163827,410510029033,"Block Group 3, Census Tract 29.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2903,3,485,640,1395,0.4588,0.027292745863158,4.17954187054589e-05,63.515358361774744
163828,410510029034,"Block Group 4, Census Tract 29.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2903,4,685,950,1475,0.6441,0.0376297110453533,5.8392634142522e-05,64.34745030250649
163829,410510030001,"Block Group 1, Census Tract 30, Multnomah County, Oregon",OR,Multnomah County,41,51,3000,1,170,260,1090,0.2385,0.0294488148554045,4.58615172491474e-05,65.7513258691809
163830,410510030002,"Block Group 2, Census Tract 30, Multnomah County, Oregon",OR,Multnomah County,41,51,3000,2,375,435,1500,0.29,0.0296843768553972,4.71774760443722e-05,64.82797226887138
163831,410510030003,"Block Group 3, Census Tract 30, Multnomah County, Oregon",OR,Multnomah County,41,51,3000,3,135,250,1080,0.2315,0.031308256916217,4.95044420346503e-05,63.515358361774744
163832,410510030004,"Block Group 4, Census Tract 30, Multnomah County, Oregon",OR,Multnomah County,41,51,3000,4,55,105,905,0.116,0.0317463004488576,4.55588661300517e-05,64.34745030250649
163833,410510031001,"Block Group 1, Census Tract 31, Multnomah County, Oregon",OR,Multnomah County,41,51,3100,1,405,480,1315,0.365,0.0278124516474836,3.75609617414906e-05,65.7513258691809
163834,410510031002,"Block Group 2, Census Tract 31, Multnomah County, Oregon",OR,Multnomah County,41,51,3100,2,355,705,1535,0.4593,0.0278312563378604,3.74000612800704e-05,64.82797226887138
163835,410510031003,"Block Group 3, Census Tract 31, Multnomah County, Oregon",OR,Multnomah County,41,51,3100,3,130,155,1025,0.1512,0.0287997472638766,3.68622077385032e-05,63.515358361774744
163836,410510031004,"Block Group 4, Census Tract 31, Multnomah County, Oregon",OR,Multnomah County,41,51,3100,4,25,65,970,0.067,0.0319540668793353,3.62527518410167e-05,64.34745030250649
163837,410510032001,"Block Group 1, Census Tract 32, Multnomah County, Oregon",OR,Multnomah County,41,51,3200,1,220,265,775,0.3419,0.0248825233856921,3.18629924104569e-05,65.7513258691809
163838,410510032002,"Block Group 2, Census Tract 32, Multnomah County, Oregon",OR,Multnomah County,41,51,3200,2,430,535,1230,0.435,0.025079080668765,3.19623882166133e-05,64.82797226887138
163839,410510032003,"Block Group 3, Census Tract 32, Multnomah County, Oregon",OR,Multnomah County,41,51,3200,3,85,200,745,0.2685,0.0257262079948424,2.59935635684396e-05,63.515358361774744
163840,410510032004,"Block Group 4, Census Tract 32, Multnomah County, Oregon",OR,Multnomah County,41,51,3200,4,125,275,1170,0.235,0.0324689537888083,4.21783715735385e-05,64.34745030250649
163841,410510033011,"Block Group 1, Census Tract 33.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3301,1,260,425,950,0.4474,0.0251744090114904,3.0680308179002e-05,65.7513258691809
163842,410510033012,"Block Group 2, Census Tract 33.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3301,2,505,630,1265,0.498,0.0228086707999491,3.118433987192e-05,64.82797226887138
163843,410510033013,"Block Group 3, Census Tract 33.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3301,3,355,615,1010,0.6089,0.0230662297280204,2.35677706445773e-05,63.515358361774744
163844,410510033021,"Block Group 1, Census Tract 33.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3302,1,450,585,1295,0.4517,0.0256981760565636,3.84788642003886e-05,65.7513258691809
163845,410510033022,"Block Group 2, Census Tract 33.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3302,2,585,985,1670,0.5898,0.0262196487371193,4.24763489379964e-05,64.82797226887138
163846,410510034011,"Block Group 1, Census Tract 34.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3401,1,325,455,855,0.5322,0.021343460329036,2.53362513940134e-05,65.7513258691809
163847,410510034012,"Block Group 2, Census Tract 34.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3401,2,215,250,795,0.3145,0.0223256288014186,2.98241793114339e-05,64.82797226887138
163848,410510034013,"Block Group 3, Census Tract 34.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3401,3,30,60,490,0.1224,0.0234521999061532,2.29727894709866e-05,63.515358361774744
163849,410510034014,"Block Group 4, Census Tract 34.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3401,4,740,985,1210,0.814,0.0245796849447855,3.1844871427e-05,64.34745030250649
163850,410510034021,"Block Group 1, Census Tract 34.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3402,1,400,700,1355,0.5166,0.0229265655143616,3.26323126144848e-05,65.7513258691809
163851,410510034022,"Block Group 2, Census Tract 34.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3402,2,335,620,860,0.7209,0.0238328380348998,2.69773191524343e-05,64.82797226887138
163852,410510034023,"Block Group 3, Census Tract 34.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3402,3,670,1015,1630,0.6227,0.0240234149976812,2.94908762589721e-05,63.515358361774744
163853,410510035011,"Block Group 1, Census Tract 35.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3501,1,260,365,685,0.5328,0.0202369504701109,2.33693612735479e-05,65.7513258691809
163854,410510035012,"Block Group 2, Census Tract 35.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3501,2,200,355,1230,0.2886,0.0356832151614056,3.52205696326385e-05,64.82797226887138
163855,410510035013,"Block Group 3, Census Tract 35.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3501,3,270,330,780,0.4231,0.0439008198264611,6.34108705218787e-05,63.515358361774744
163856,410510035014,"Block Group 4, Census Tract 35.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3501,4,320,470,810,0.5802,0.0211767754322756,2.61463268095603e-05,64.34745030250649
163857,410510035021,"Block Group 1, Census Tract 35.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3502,1,310,495,830,0.5964,0.0290965317372123,4.5928129164471e-05,65.7513258691809
163858,410510035022,"Block Group 2, Census Tract 35.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3502,2,120,325,1325,0.2453,0.0526087297068546,9.37444976054342e-05,64.82797226887138
163859,410510036011,"Block Group 1, Census Tract 36.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3601,1,235,390,785,0.4968,0.0213514590199314,2.82421494753407e-05,65.7513258691809
163860,410510036012,"Block Group 2, Census Tract 36.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3601,2,395,820,1605,0.5109,0.0388292682220282,8.54658318699189e-05,64.82797226887138
163861,410510036013,"Block Group 3, Census Tract 36.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3601,3,200,515,1215,0.4239,0.0297050650693344,3.94604471980047e-05,63.515358361774744
163862,410510036014,"Block Group 4, Census Tract 36.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3601,4,200,385,1080,0.3565,0.02393503122594,3.5130429171056e-05,64.34745030250649
163863,410510036021,"Block Group 1, Census Tract 36.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3602,1,145,335,1405,0.2384,0.0396673025375667,7.17144826356651e-05,65.7513258691809
163864,410510036022,"Block Group 2, Census Tract 36.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3602,2,185,270,1085,0.2488,0.0285577800103514,5.01209360523812e-05,64.82797226887138
163865,410510036023,"Block Group 3, Census Tract 36.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3602,3,265,1010,1930,0.5233,0.0308770009812401,5.93481319112017e-05,63.515358361774744
163866,410510036024,"Block Group 4, Census Tract 36.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3602,4,645,910,1605,0.567,0.040111570243867,7.42098124666949e-05,64.34745030250649
163867,410510036031,"Block Group 1, Census Tract 36.03, Multnomah County, Oregon",OR,Multnomah County,41,51,3603,1,125,180,530,0.3396,0.0392664420562477,4.89159256923116e-05,65.7513258691809
163868,410510036032,"Block Group 2, Census Tract 36.03, Multnomah County, Oregon",OR,Multnomah County,41,51,3603,2,230,440,975,0.4513,0.0318335411002902,5.72706860969221e-05,64.82797226887138
163869,410510037011,"Block Group 1, Census Tract 37.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3701,1,270,380,955,0.3979,0.0291935814760367,5.30550492640282e-05,65.7513258691809
163870,410510037012,"Block Group 2, Census Tract 37.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3701,2,460,590,1040,0.5673,0.0237514999733701,3.31733609228539e-05,64.82797226887138
163871,410510037013,"Block Group 3, Census Tract 37.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3701,3,305,475,1010,0.4703,0.0240111720046216,3.57795444898982e-05,63.515358361774744
163872,410510037014,"Block Group 4, Census Tract 37.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3701,4,300,515,910,0.5659,0.0283544566956214,4.81560872261556e-05,64.34745030250649
163873,410510037021,"Block Group 1, Census Tract 37.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3702,1,140,240,775,0.3097,0.0219759977046063,2.63176253083767e-05,65.7513258691809
163874,410510037022,"Block Group 2, Census Tract 37.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3702,2,155,275,625,0.44,0.022121388941498,2.7266943312584e-05,64.82797226887138
163875,410510037023,"Block Group 3, Census Tract 37.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3702,3,495,635,1325,0.4792,0.0267043923312083,4.42815792980345e-05,63.515358361774744
163876,410510038011,"Block Group 1, Census Tract 38.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3801,1,395,680,970,0.701,0.0387970745380577,6.27522244013401e-05,65.7513258691809
163877,410510038012,"Block Group 2, Census Tract 38.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3801,2,385,455,840,0.5417,0.0226457391559727,2.96130609134328e-05,64.82797226887138
163878,410510038013,"Block Group 3, Census Tract 38.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3801,3,370,490,1125,0.4356,0.0299652526525517,5.02892325955176e-05,63.515358361774744
163879,410510038021,"Block Group 1, Census Tract 38.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3802,1,595,670,1505,0.4452,0.0291082747709241,5.30861658729449e-05,65.7513258691809
163880,410510038022,"Block Group 2, Census Tract 38.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3802,2,315,480,840,0.5714,0.0245835117660456,3.73647690720985e-05,64.82797226887138
163881,410510038023,"Block Group 3, Census Tract 38.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3802,3,325,545,1090,0.5,0.0253254917041185,3.73763386955116e-05,63.515358361774744
163882,410510038031,"Block Group 1, Census Tract 38.03, Multnomah County, Oregon",OR,Multnomah County,41,51,3803,1,370,660,1450,0.4552,0.0262943072800118,4.27955216440487e-05,65.7513258691809
163883,410510038032,"Block Group 2, Census Tract 38.03, Multnomah County, Oregon",OR,Multnomah County,41,51,3803,2,470,605,1050,0.5762,0.0290251362053559,5.26222972800699e-05,64.82797226887138
163884,410510038033,"Block Group 3, Census Tract 38.03, Multnomah County, Oregon",OR,Multnomah County,41,51,3803,3,540,730,1685,0.4332,0.0273193270394482,4.64900872028344e-05,63.515358361774744
163885,410510039011,"Block Group 1, Census Tract 39.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3901,1,505,695,1450,0.4793,0.0308107919936954,4.91207169805754e-05,65.7513258691809
163886,410510039012,"Block Group 2, Census Tract 39.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3901,2,340,515,880,0.5852,0.023477375453965,3.21055980564642e-05,64.82797226887138
163887,410510039013,"Block Group 3, Census Tract 39.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3901,3,245,545,1375,0.3964,0.0300774101875119,5.60967710964533e-05,63.515358361774744
163888,410510039014,"Block Group 4, Census Tract 39.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3901,4,250,450,1405,0.3203,0.0306398585477719,5.86963218080729e-05,64.34745030250649
163889,410510039015,"Block Group 5, Census Tract 39.01, Multnomah County, Oregon",OR,Multnomah County,41,51,3901,5,945,1590,2520,0.631,0.0464567858407122,9.46595884123824e-05,62.21060492905153
163890,410510039021,"Block Group 1, Census Tract 39.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3902,1,65,320,735,0.4354,0.0225675725690857,2.91440982698976e-05,65.7513258691809
163891,410510039022,"Block Group 2, Census Tract 39.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3902,2,190,345,810,0.4259,0.0262196925138209,3.07725534265294e-05,64.82797226887138
163892,410510039023,"Block Group 3, Census Tract 39.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3902,3,170,395,825,0.4788,0.0235621961693437,3.46049622831944e-05,63.515358361774744
163893,410510039024,"Block Group 4, Census Tract 39.02, Multnomah County, Oregon",OR,Multnomah County,41,51,3902,4,100,205,840,0.244,0.0354111046536326,3.59020185293489e-05,64.34745030250649
163894,410510040011,"Block Group 1, Census Tract 40.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4001,1,2570,3215,3750,0.8573,0.0531688250650271,6.62762997159882e-05,65.7513258691809
163895,410510040012,"Block Group 2, Census Tract 40.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4001,2,185,310,1000,0.31,0.0264563849111035,3.9687796825974e-05,64.82797226887138
163896,410510040013,"Block Group 3, Census Tract 40.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4001,3,1075,1145,1530,0.7484,0.0292104841020662,3.6141309991131e-05,63.515358361774744
163897,410510040014,"Block Group 4, Census Tract 40.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4001,4,710,1115,2150,0.5186,0.0424007448685322,6.99462595530097e-05,64.34745030250649
163898,410510040021,"Block Group 1, Census Tract 40.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4002,1,380,485,1105,0.4389,0.077515445457475,0.0001450577666812,65.7513258691809
163899,410510040022,"Block Group 2, Census Tract 40.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4002,2,315,420,980,0.4286,0.0254815993406354,3.64127322145148e-05,64.82797226887138
163900,410510040023,"Block Group 3, Census Tract 40.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4002,3,530,700,1375,0.5091,0.0653764355156367,0.0001284172971568,63.515358361774744
163901,410510040024,"Block Group 4, Census Tract 40.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4002,4,575,655,1065,0.615,0.0331020329028627,5.31967307029236e-05,64.34745030250649
163902,410510041011,"Block Group 1, Census Tract 41.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4101,1,465,780,1070,0.729,0.106259925841836,0.0002655550230578,65.7513258691809
163903,410510041012,"Block Group 2, Census Tract 41.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4101,2,230,670,1500,0.4467,0.0347479703301849,5.05407919005295e-05,64.82797226887138
163904,410510041013,"Block Group 3, Census Tract 41.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4101,3,1045,1815,2890,0.628,0.0658428144135128,0.0001426105361973,63.515358361774744
163905,410510041014,"Block Group 4, Census Tract 41.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4101,4,415,470,1145,0.4105,0.121386228455675,0.0004452415071434,64.34745030250649
163906,410510041021,"Block Group 1, Census Tract 41.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4102,1,1045,1400,2005,0.6983,0.0320331353638319,5.49406592983826e-05,65.7513258691809
163907,410510041022,"Block Group 2, Census Tract 41.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4102,2,250,380,1045,0.3636,0.0281443063735276,4.1605918035962e-05,64.82797226887138
163908,410510041023,"Block Group 3, Census Tract 41.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4102,3,390,460,1095,0.4201,0.0455780710622252,9.73578159910313e-05,63.515358361774744
163909,410510041024,"Block Group 4, Census Tract 41.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4102,4,375,715,1300,0.55,0.0303813674903551,5.58011140425266e-05,64.34745030250649
163910,410510042001,"Block Group 1, Census Tract 42, Multnomah County, Oregon",OR,Multnomah County,41,51,4200,1,525,980,1645,0.5957,0.0350909082946343,5.70652747636663e-05,65.7513258691809
163911,410510042002,"Block Group 2, Census Tract 42, Multnomah County, Oregon",OR,Multnomah County,41,51,4200,2,650,870,1700,0.5118,0.0752116673278812,0.0002098701854355,64.82797226887138
163912,410510043001,"Block Group 1, Census Tract 43, Multnomah County, Oregon",OR,Multnomah County,41,51,4300,1,125,185,1060,0.1745,0.408547629219734,0.0032564457760226,65.7513258691809
163913,410510045001,"Block Group 1, Census Tract 45, Multnomah County, Oregon",OR,Multnomah County,41,51,4500,1,495,720,2190,0.3288,0.108191727865775,0.0001960979802159,65.7513258691809
163914,410510046011,"Block Group 1, Census Tract 46.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4601,1,125,290,1815,0.1598,0.0581362492381315,0.0001311439616707,65.7513258691809
163915,410510046012,"Block Group 2, Census Tract 46.01, Multnomah County, Oregon",OR,Multnomah County,41,51,4601,2,130,220,1320,0.1667,0.0714448583002554,0.0002793141617914,64.82797226887138
163916,410510046021,"Block Group 1, Census Tract 46.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4602,1,180,245,1010,0.2426,0.059094714668383,5.81416494696563e-05,65.7513258691809
163917,410510046022,"Block Group 2, Census Tract 46.02, Multnomah County, Oregon",OR,Multnomah County,41,51,4602,2,55,95,965,0.0984,0.100252354666743,0.0001049916484411,64.82797226887138
163918,410510047001,"Block Group 1, Census Tract 47, Multnomah County, Oregon",OR,Multnomah County,41,51,4700,1,95,305,1440,0.2118,0.0371192396086214,3.92043889789439e-05,65.7513258691809
163919,410510047002,"Block Group 2, Census Tract 47, Multnomah County, Oregon",OR,Multnomah County,41,51,4700,2,390,710,1895,0.3747,0.0234552682816903,2.48708386844763e-05,64.82797226887138
163920,410510047003,"Block Group 3, Census Tract 47, Multnomah County, Oregon",OR,Multnomah County,41,51,4700,3,375,765,1280,0.5977,0.0185745986142515,1.71171722734382e-05,63.515358361774744
163921,410510048001,"Block Group 1, Census Tract 48, Multnomah County, Oregon",OR,Multnomah County,41,51,4800,1,470,610,1430,0.4266,0.0193040679653325,1.88084602461002e-05,65.7513258691809
163922,410510048002,"Block Group 2, Census Tract 48, Multnomah County, Oregon",OR,Multnomah County,41,51,4800,2,445,685,1090,0.6284,0.0128613551227534,9.62181914911176e-06,64.82797226887138
163923,410510048003,"Block Group 3, Census Tract 48, Multnomah County, Oregon",OR,Multnomah County,41,51,4800,3,140,185,630,0.2937,0.0109693592245917,5.78732729044439e-06,63.515358361774744
163924,410510049001,"Block Group 1, Census Tract 49, Multnomah County, Oregon",OR,Multnomah County,41,51,4900,1,490,710,1210,0.5868,0.0317119910455503,3.7649261532954e-05,65.7513258691809
163925,410510049002,"Block Group 2, Census Tract 49, Multnomah County, Oregon",OR,Multnomah County,41,51,4900,2,620,825,1080,0.7639,0.0134072684611886,1.07321944900155e-05,64.82797226887138
163926,410510049003,"Block Group 3, Census Tract 49, Multnomah County, Oregon",OR,Multnomah County,41,51,4900,3,495,640,1100,0.5818,0.0166733369690184,1.44650715120035e-05,63.515358361774744
163927,410510050001,"Block Group 1, Census Tract 50, Multnomah County, Oregon",OR,Multnomah County,41,51,5000,1,510,735,2910,0.2526,0.0504056180714095,8.54474561469818e-05,65.7513258691809
163928,410510051001,"Block Group 1, Census Tract 51, Multnomah County, Oregon",OR,Multnomah County,41,51,5100,1,860,1245,3340,0.3728,0.0392163309594241,7.53647230805354e-05,65.7513258691809
163929,410510051002,"Block Group 2, Census Tract 51, Multnomah County, Oregon",OR,Multnomah County,41,51,5100,2,1180,1380,2240,0.6161,0.0395587071236806,5.81648348296479e-05,64.82797226887138
163930,410510051003,"Block Group 3, Census Tract 51, Multnomah County, Oregon",OR,Multnomah County,41,51,5100,3,450,565,1190,0.4748,0.0228627404364697,2.98085850205587e-05,63.515358361774744
163931,410510052001,"Block Group 1, Census Tract 52, Multnomah County, Oregon",OR,Multnomah County,41,51,5200,1,420,450,775,0.5806,0.0162625128100764,1.06205982743921e-05,65.7513258691809
163932,410510052002,"Block Group 2, Census Tract 52, Multnomah County, Oregon",OR,Multnomah County,41,51,5200,2,345,545,670,0.8134,0.0222993910258678,2.84049146524983e-05,64.82797226887138
163933,410510052003,"Block Group 3, Census Tract 52, Multnomah County, Oregon",OR,Multnomah County,41,51,5200,3,390,650,1100,0.5909,0.0097130699215985,5.74045459353545e-06,63.515358361774744
163934,410510052004,"Block Group 4, Census Tract 52, Multnomah County, Oregon",OR,Multnomah County,41,51,5200,4,435,620,1730,0.3584,0.0246000398676477,2.74340072048689e-05,64.34745030250649
163935,410510055001,"Block Group 1, Census Tract 55, Multnomah County, Oregon",OR,Multnomah County,41,51,5500,1,735,880,1485,0.5926,0.0286843638867674,2.98425434564888e-05,65.7513258691809
